0.021420005,0.021830523,0,0,0,0,0,0,0.01175641,0,0.010941574,0,0.011198271,0,0.040032851,0,0,0,0,0,0.011485788,0.033500843,0.023300973,0.045585994,0.010924011,0.012068707,0,0.033857371,0.011652258,0,0.011438563,0.048151766,0.034508391,0,0,0,0.012010073,0,0,0,0,0,0,0,0.048033385,0.03584539,0.010726552,0.044335294,0.012482848,0.02351282,0.011657577,0.011162272,0.011433538,0,0.012010073,0,0.032837934,0.033675315,0.034835148,0.021965771,0,0.023753036,0,0.024328668,0.024216554,0.01162753,0.033684824,0.021939111,0,0,0,0.043902593,0,0,0,0,0.032461146,0.053905722,0.034866754,0,0.034325752,0.02322694,0.049057968,0,0,0.047870458,0,0.01274118,0.011253728,0.011373746,0,0.048613609,0.011125074,0.011375394,0.021703466,0.021703466,0,0,0.011126617,0,0.023386455,0,0.041459249,0,0.011217193,0,0,0,0,0,0,0,0.044038764,0.044509587,0.011661128,0.021589864,0.022277959,0.011592475,0.012068707,0.047018363,0.011423507,0.03971592,0.034518623,0.036036043,0.032473923,0.045178739,0.044997188,0.042999297,0.033694341,0.032092923,0.044081317,0.024590891,0.039310681,0.035623525,0.03630695,0.035395477,0.042954141,0.011592475,0.033338273,0.044784746,0.035144326,0.011852202,0.011592475,0.053896102,0,0,0.037125983,0,0.049407442,0,0,0.023942912,0,0,0.034047323,0.030808681,0.011287401,0.043392955,0,0.011569859,0,0.022954625,0,0.011156046,0
0,0.010915261,0,0,0,0,0,0,0.01175641,0.010868949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01128579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012010073,0,0,0.011225105,0,0,0,0.011876518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012291284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.011381994,0,0.01175641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011502797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021965771,0,0.023753036,0.022833669,0,0.024216554,0.01162753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023935229,0,0,0,0,0,0,0,0,0,0,0,0,0.011126617,0,0,0,0.012615648,0,0,0,0,0,0,0,0,0,0,0.011664681,0,0.010794932,0,0,0,0,0,0,0.011506208,0.012012014,0,0.011497686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022857038,0,0,0,0,0.011518169,0,0,0,0,0,0,0,0,0.022681861,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012068707,0,0.01128579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011416834,0,0,0.01162753,0,0,0,0.022920833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01176917,0,0,0,0,0,0,0.012375328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.041424318,0,0.021197862,0,0,0.023615401,0.022763988,0,0.01175641,0,0,0,0.033594814,0,0,0,0,0,0,0,0,0.011166948,0,0.045585994,0,0,0.038124643,0,0,0,0,0.011152937,0.011502797,0,0.024678798,0,0,0,0,0,0.01144024,0.011931305,0.01144024,0,0,0.03584539,0.010726552,0.011781972,0.024965696,0,0.011657577,0.033486815,0,0,0.012010073,0.033065004,0.032837934,0.011225105,0.034835148,0.042366044,0,0.035629554,0.011416834,0,0.036324831,0.023255059,0,0,0,0.011460417,0,0,0,0,0,0,0,0,0,0.023749285,0,0,0.023824655,0.011592475,0,0,0,0,0,0,0.03192964,0,0,0,0,0,0,0,0.022253234,0,0.045468465,0.022179547,0.025231296,0.023223432,0,0.02351282,0.037705335,0,0.042172886,0,0,0.010497717,0.011009691,0.044509587,0.023322255,0.010794932,0.033416939,0.02318495,0.012068707,0.011754591,0,0.034626614,0.043784106,0,0.010824641,0.022995373,0.0118578,0.011525021,0.022462894,0.042790564,0,0,0,0,0,0.011798492,0,0,0.011112758,0.01176917,0,0,0,0.011428519,0.034709577,0,0,0.039365337,0.011518169,0.012604419,0.024582568,0.011971456,0.035598892,0.035165953,0.034047323,0.048256008,0,0.01134093,0,0,0,0.022954625,0.011095889,0,0
0.021420005,0,0.045266246,0,0.033964131,0.0118077,0.022763988,0,0.02351282,0,0,0,0.011198271,0,0,0,0,0,0,0,0,0,0,0,0,0.012068707,0.011391916,0,0,0,0,0,0,0.011963777,0,0,0,0,0,0.024078567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011021668,0.010945978,0,0,0,0,0,0,0,0,0.01162753,0,0,0,0.022920833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022253234,0,0.023386455,0.043235897,0.012615648,0.023223432,0,0,0.011971456,0.012146231,0.024430097,0,0.021530933,0.031493152,0.022019382,0.011664681,0.023322255,0.043179728,0.033416939,0.011592475,0.024137414,0.011754591,0,0.011542205,0.011506208,0.012012014,0,0,0,0,0,0.010697641,0,0.012295445,0.01310356,0,0,0.011798492,0,0,0,0,0,0,0,0.045714077,0.023139718,0,0.012375328,0,0,0.025208838,0.012291284,0,0,0,0,0,0,0,0,0,0,0.011477312,0,0,0
0.032130008,0,0.010598931,0.010991799,0,0,0.011381994,0.009994724,0.01175641,0.010868949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011502797,0,0,0,0,0,0,0,0,0,0,0,0,0.011948463,0,0,0,0,0.011657577,0,0,0,0,0,0,0.046445356,0,0,0,0,0,0,0,0.01162753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011874642,0,0,0,0,0,0,0,0,0,0,0,0.023498275,0,0,0,0,0,0.011711176,0,0.022380832,0,0,0,0,0,0,0,0,0,0,0.021530933,0,0,0,0,0.010794932,0,0,0.024137414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022857038,0,0.023125854,0.012375328,0,0,0.012604419,0,0,0,0.011721984,0,0,0,0,0,0,0,0,0,0,0
0,0.010915261,0,0,0,0,0,0,0.035269231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046601945,0.011754591,0.010924011,0,0,0,0.034956774,0.032271276,0.037311464,0,0,0.023927554,0,0.011921805,0.024020147,0,0,0.012039283,0,0,0,0,0.01147562,0,0,0.011781972,0,0,0,0,0,0.01128579,0.012010073,0.022043336,0.021891956,0.046445356,0.023223432,0,0.010976955,0.011876518,0,0,0.012108277,0,0.033684824,0,0,0,0,0,0,0,0.04272763,0,0,0.009751203,0.034866754,0.023749285,0,0.02322694,0.011912328,0.011592475,0,0,0,0.02548236,0.033761185,0,0.010643213,0.023498275,0.011125074,0,0,0,0.011198271,0,0,0.048931685,0.023386455,0,0,0.011611716,0.044868771,0,0.023942912,0.012146231,0.012215049,0,0.010765466,0.010497717,0,0,0.023322255,0.010794932,0.022277959,0.02318495,0.038011638,0,0,0,0,0,0,0.022995373,0,0,0.011231447,0.032092923,0,0.039191431,0.01310356,0,0.012102317,0.023596984,0.01161347,0,0.033338273,0.02353834,0.011714775,0.011852202,0.034777426,0.022857038,0.011569859,0,0.012375328,0.011401864,0,0.012604419,0.036873852,0,0.012000384,0,0.04539643,0.020539121,0,0.01134093,0,0,0,0.022954625,0.039573608,0,0.032908667
0.021420005,0,0.021197862,0,0,0,0,0,0.035269231,0,0,0,0.022396543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011652258,0,0.022877127,0,0,0.035166178,0.024678798,0.036629249,0,0.034893158,0,0.036516954,0.01144024,0.011931305,0.01144024,0.035079682,0,0,0.010726552,0.011781972,0.012482848,0,0.023315155,0,0,0.01128579,0,0.053994925,0.021891956,0.033675315,0.011611716,0.010982885,0,0.011876518,0,0.024328668,0,0.043006144,0,0,0,0.022920833,0,0.011904762,0,0,0.023885471,0,0,0,0.034866754,0.011874642,0,0.01161347,0,0.034777426,0,0,0.010722407,0.01274118,0,0,0,0,0,0,0,0,0,0,0.052848501,0.033571247,0.023386455,0.043235897,0,0.045508446,0,0.02351282,0.037705335,0.036438692,0.042172886,0.023108558,0.032296399,0.05908639,0.011009691,0.011664681,0.011661128,0.043179728,0.022277959,0.011592475,0.038011638,0.011754591,0.022847014,0.011542205,0.011506208,0,0,0,0,0,0,0,0,0,0.026207121,0.012291284,0,0,0.01161347,0,0,0.01176917,0,0,0,0,0.045814305,0.040188449,0.042726256,0.039365337,0.011518169,0.04380829,0.047667367,0,0.024000768,0.040875956,0.011349108,0,0,0,0,0,0.011582021,0,0.033287666,0,0
0,0,0,0,0,0,0.011381994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011438563,0,0,0.011963777,0,0.011921805,0,0,0,0,0,0,0,0.023386455,0,0,0,0,0.012482848,0,0.023315155,0,0,0.022571581,0.012010073,0,0,0.011225105,0,0,0,0.011876518,0.011416834,0.012164334,0,0.01162753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044136741,0,0,0,0,0,0,0,0,0,0,0,0.011190416,0,0.033269321,0.025231296,0.034835148,0,0,0.011971456,0,0,0.047583434,0.043061866,0.010497717,0,0,0,0.043179728,0,0,0.036206122,0,0.034270521,0,0,0.012012014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022857038,0.023139718,0.040188449,0,0,0,0,0.012291284,0,0,0.023443969,0,0,0,0,0,0,0,0,0.011095889,0,0
